"item_id","subject","domain","question","answer","correct_answer","is_correct","confidence","model"
"679","professional_accounting","applied_professional","In the current year Poplar City paid $5000 interest and $20000 principal on its ","D","D","True","100","google/gemini-2.5-pro"
"680","high_school_psychology","humanities","Someone with brain damage who has difficulty making the muscle movements needed ","C","C","True","100","google/gemini-2.5-pro"
"681","human_sexuality","humanities","The Old Testament presents the view that sexuality is","D","D","True","100","google/gemini-2.5-pro"
"682","professional_medicine","applied_professional","A 57-year-old man receives radiation therapy for a squamous cell carcinoma of th","B","B","True","100","google/gemini-2.5-pro"
"683","high_school_macroeconomics","social_moral","Which of the following would lead to a decrease in the money supply?","B","B","True","100","google/gemini-2.5-pro"
"684","high_school_statistics","formal_reasoning","Two events A and B each have a nonzero probability. If A and B are independent, ","A","A","True","100","google/gemini-2.5-pro"
"685","medical_genetics","applied_professional","Arabidopsis is advantageous for plant genetic research because:","D","D","True","100","google/gemini-2.5-pro"
"686","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","C","False","100","google/gemini-2.5-pro"
"687","high_school_computer_science","formal_reasoning","Let x = 1. What is x << 3 in Python 3?","C","C","True","100","google/gemini-2.5-pro"
"688","high_school_psychology","humanities","A comprehensive final examination in AP Psychology that consists of questions de","A","A","True","100","google/gemini-2.5-pro"
"689","high_school_physics","natural_science","Two objects, a sphere and a block of the same mass, are released from rest at th","D","D","True","100","google/gemini-2.5-pro"
"690","security_studies","social_moral","Which of the following ideas have become mainstreamed within human security sinc","D","D","True","100","google/gemini-2.5-pro"
"691","high_school_psychology","humanities","You are given four lists of words to learn: 1, 2, 3, and 4. You must learn list ","A","A","True","100","google/gemini-2.5-pro"
"692","high_school_statistics","formal_reasoning","Which of the following is not true with regard to contingency tables for chi-squ","C","C","True","100","google/gemini-2.5-pro"
"693","astronomy","natural_science","From shortest to longest wavelength which of the following correctly orders the ","D","D","True","100","google/gemini-2.5-pro"
"694","college_computer_science","formal_reasoning","Consider an object-oriented language in which all entities are objects. Two rela","A","A","True","100","google/gemini-2.5-pro"
"695","virology","factual_recall","How are herpes infections controlled?","A","A","True","90","google/gemini-2.5-pro"
"696","conceptual_physics","natural_science","The speed of sound in air depends on","C","C","True","100","google/gemini-2.5-pro"
"697","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","D","D","True","100","google/gemini-2.5-pro"
"698","high_school_macroeconomics","social_moral","If the marginal propensity to consume is 0.8 what is the largest total increase ","D","D","True","100","google/gemini-2.5-pro"
"699","high_school_psychology","humanities","The case study of Phineas Gage's brain injury was significant for which of the f","B","B","True","100","google/gemini-2.5-pro"
"700","professional_medicine","applied_professional","During a clinical study examining the effects of exercise, men between the ages ","D","D","True","100","google/gemini-2.5-pro"
"701","high_school_psychology","humanities","Jacob cries uncontrollably every time his mother takes him down the candy isle i","C","C","True","100","google/gemini-2.5-pro"
"702","professional_accounting","applied_professional","While performing interim audit procedures of accounts receivable, numerous unexp","D","D","True","100","google/gemini-2.5-pro"
"703","formal_logic","formal_reasoning"," Select the best translation into predicate logic: All first-year students take ","B","B","True","100","google/gemini-2.5-pro"
"704","logical_fallacies","formal_reasoning","Given the following major premise, which of the following minor premises could l","A","A","True","100","google/gemini-2.5-pro"
"705","marketing","applied_professional","Which element of the promotional mix handles unfavorable stories and events and ","D","D","True","100","google/gemini-2.5-pro"
"706","high_school_us_history","factual_recall","This question refers to the following information.
""Wherever I go—the street, th","B","B","True","100","google/gemini-2.5-pro"
"707","formal_logic","formal_reasoning"," Use the following key to translate the given formula of PL to natural, English ","D","D","True","100","google/gemini-2.5-pro"
"708","miscellaneous","factual_recall","Which of these performers made her film debut in Spike Lee's 'Dothe Right Thing'","B","B","True","100","google/gemini-2.5-pro"
"709","high_school_mathematics","formal_reasoning","A curve is given parametrically by the equations","B","D","False","50","google/gemini-2.5-pro"
"710","philosophy","humanities","According to Moore, the most fundamental question in all of ethics is:","C","C","True","100","google/gemini-2.5-pro"
"711","high_school_psychology","humanities","Which of the following is most likely to lead to a constructed memory?","C","C","True","100","google/gemini-2.5-pro"
"712","professional_law","applied_professional","A man was visiting his friend at the friend's cabin. The man decided to surprise","B","B","True","95","google/gemini-2.5-pro"
"713","high_school_macroeconomics","social_moral","Suppose that Tiger Woods buys a golf ball in England for $1 and the marginal pro","D","D","True","100","google/gemini-2.5-pro"
"714","clinical_knowledge","applied_professional","What is a tracheostomy?","B","B","True","100","google/gemini-2.5-pro"
"715","professional_law","applied_professional","One day, while visiting a plastic surgery clinic for a routine Botox treatment, ","B","B","True","100","google/gemini-2.5-pro"
"716","conceptual_physics","natural_science","A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second ","B","B","True","100","google/gemini-2.5-pro"
"717","professional_law","applied_professional","Two law students were having lunch one afternoon when the first student said to ","C","C","True","100","google/gemini-2.5-pro"
"718","high_school_psychology","humanities","A major advantage of standardized normreferenced assessment, as compared with cu","B","B","True","100","google/gemini-2.5-pro"
"719","professional_accounting","applied_professional","On January 1 the partners' interest in capital profits and losses of Studio Part","D","D","True","100","google/gemini-2.5-pro"
"720","high_school_computer_science","formal_reasoning","A programmer is designing a program to catalog all books in a library. He plans ","B","B","True","100","google/gemini-2.5-pro"
"721","high_school_chemistry","natural_science","The bond length between any two nonmetal atoms is achieved under which of the fo","A","A","True","100","google/gemini-2.5-pro"
"722","conceptual_physics","natural_science","The flight of a blimp best illustrates","A","A","True","100","google/gemini-2.5-pro"
"723","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","95","google/gemini-2.5-pro"
"724","high_school_psychology","humanities","Conflicting attitudes or behaviors that create tension within a person's mind ar","D","D","True","100","google/gemini-2.5-pro"
"725","professional_medicine","applied_professional","A previously healthy 19-year-old college student comes to student health service","A","A","True","100","google/gemini-2.5-pro"
"726","clinical_knowledge","applied_professional","Kinase reactions:","B","B","True","100","google/gemini-2.5-pro"
"727","high_school_chemistry","natural_science","The Arrhenius equation may be used to determine","D","D","True","100","google/gemini-2.5-pro"
"728","professional_medicine","applied_professional","A 34-year-old white woman comes to the emergency department because of a persist","D","D","True","100","google/gemini-2.5-pro"
"729","high_school_physics","natural_science","The Space Shuttle orbits 300 km above the Earth’s surface; the Earth’s radius is","B","B","True","100","google/gemini-2.5-pro"
"730","professional_law","applied_professional","A landlord, an owner in fee simple, leased a three- story house to a tenant for ","A","A","True","100","google/gemini-2.5-pro"
"731","computer_security","formal_reasoning","The __________ was a huge marketplace of Dark Web specifically famous for sellin","A","A","True","100","google/gemini-2.5-pro"
"732","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"733","international_law","factual_recall","What is the meaning of implied authorisation?","A","A","True","100","google/gemini-2.5-pro"
"734","professional_medicine","applied_professional","A 45-year-old woman with systemic sclerosis (scleroderma) comes to the physician","A","A","True","100","google/gemini-2.5-pro"
"735","medical_genetics","applied_professional","Asp235Phe in a molecular report indicates that:","C","C","True","100","google/gemini-2.5-pro"
"736","miscellaneous","factual_recall","Which of the following is not in Nevada?","B","B","True","100","google/gemini-2.5-pro"
"737","high_school_world_history","factual_recall","This question refers to the following information.
Every two months His Majesty ","B","B","True","95","google/gemini-2.5-pro"
"738","high_school_mathematics","formal_reasoning","The hypotenuse of a right triangle measures 10 inches and one angle is $45^{\cir","D","D","True","100","google/gemini-2.5-pro"
"739","high_school_us_history","factual_recall","This question refers to the following information.
""One-half of the people of th","A","A","True","90","google/gemini-2.5-pro"
"740","management","applied_professional","Of what is worker autonomy in decision making an example?","C","C","True","100","google/gemini-2.5-pro"
"741","high_school_psychology","humanities","Sigmund Freud was the founder of which of the following perspectives in psycholo","D","D","True","100","google/gemini-2.5-pro"
"742","college_mathematics","formal_reasoning","A discrete graph is complete if there is an edge connecting any pair of vertices","D","D","True","100","google/gemini-2.5-pro"
"743","high_school_psychology","humanities","Neural transmission is often described as an electrochemical process. Which of t","D","D","True","100","google/gemini-2.5-pro"
"744","philosophy","humanities","The theory that says mental states are nothing but brain states is known as ____","C","C","True","100","google/gemini-2.5-pro"
"745","professional_law","applied_professional","As part of an externship program conducted by his law school, a law student went","D","D","True","100","google/gemini-2.5-pro"
"746","high_school_geography","factual_recall","Which of the following factors does NOT play a role in gender relationships in a","A","A","True","85","google/gemini-2.5-pro"
"747","professional_law","applied_professional","Which of the following is false about ex post facto laws?","C","C","True","100","google/gemini-2.5-pro"
"748","econometrics","social_moral","Which of the following statements is true concerning variance decomposition anal","A","A","True","100","google/gemini-2.5-pro"
"749","college_chemistry","natural_science","The molecular geometry of thionyl chloride, SOCl2, is best described as","D","D","True","100","google/gemini-2.5-pro"
"750","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"751","nutrition","factual_recall","Molecules of natural polyunsaturated fatty acids in vegetable oils contain:
","D","D","True","100","google/gemini-2.5-pro"
"752","high_school_macroeconomics","social_moral","A decrease in real investment stemming from higher interest rates due to governm","A","A","True","100","google/gemini-2.5-pro"
"753","astronomy","natural_science","What is the significance of the 1:2:4 resonance in the Jupiter's moons system?","A","B","False","100","google/gemini-2.5-pro"
"754","computer_security","formal_reasoning","In MD-5 the length of the message digest is","B","B","True","100","google/gemini-2.5-pro"
"755","high_school_geography","factual_recall","Which of the following is a major concern in countries with a large and rapidly ","D","D","True","100","google/gemini-2.5-pro"
"756","professional_medicine","applied_professional","A 6-year-old boy is brought to the emergency department 2 hours after injuring h","A","A","True","100","google/gemini-2.5-pro"
"757","high_school_chemistry","natural_science","Dissolving one mole of each of the following compounds in water results in solut","B","B","True","100","google/gemini-2.5-pro"
"758","high_school_geography","factual_recall","Which of the following statements is NOT part of Gunnar Myrdal's theory of cumul","A","A","True","100","google/gemini-2.5-pro"
"759","miscellaneous","factual_recall","The ability to do which of the following is a characteristic of all living organ","B","B","True","100","google/gemini-2.5-pro"
"760","professional_law","applied_professional","A defendant was walking through a park when he decided to rob someone. He hid be","B","B","True","100","google/gemini-2.5-pro"
"761","anatomy","natural_science","At which of the following locations does bile enter the digestive tract?","B","B","True","100","google/gemini-2.5-pro"
"762","machine_learning","formal_reasoning","Which of the following is true of a convolution kernel?","B","B","True","100","google/gemini-2.5-pro"
"763","marketing","applied_professional"," Which of the following is the rate at which a market adopts an innovation?","A","A","True","100","google/gemini-2.5-pro"
"764","high_school_physics","natural_science","What happens to the image formed by a concave mirror as the object is moved from","B","B","True","100","google/gemini-2.5-pro"
"765","anatomy","natural_science","You suspect that your patient has an enlarged submandibular salivary gland. You ","C","C","True","100","google/gemini-2.5-pro"
"766","clinical_knowledge","applied_professional","Bronchial breathing is characterized by","B","B","True","100","google/gemini-2.5-pro"
"767","professional_law","applied_professional","A well-established paper mill and a logging company signed a written contract in","C","C","True","100","google/gemini-2.5-pro"
"768","high_school_psychology","humanities","A clinical psychologist who is working with an aggressive child seeks to underst","D","D","True","100","google/gemini-2.5-pro"
"769","professional_law","applied_professional","A regulation prevents persons with a drug arrest and conviction and/or those und","D","D","True","100","google/gemini-2.5-pro"
"770","high_school_biology","natural_science","Which of the following statements is NOT correct about apoptosis?","A","A","True","100","google/gemini-2.5-pro"
"771","virology","factual_recall","How can the spread of filoviruses be restricted?","C","C","True","100","google/gemini-2.5-pro"
"772","high_school_world_history","factual_recall","This question refers to the following information.
""The struggle against neo-col","C","C","True","95","google/gemini-2.5-pro"
"773","high_school_psychology","humanities","Delia was accepted to both Harvard University and Yale University and is having ","D","D","True","100","google/gemini-2.5-pro"
"774","college_mathematics","formal_reasoning","In the xy-plane, the curve with parametric equations x = cos t and y = sin t, 0 ","B","B","True","100","google/gemini-2.5-pro"
"775","high_school_psychology","humanities","Which of the following best states a conclusion of Stanley Milgram's study of ob","D","D","True","100","google/gemini-2.5-pro"
"776","astronomy","natural_science","Besides large astronomical objects astrophysicists are also interested in small ","C","C","True","100","google/gemini-2.5-pro"
"777","high_school_psychology","humanities","Functionally, receptors in the retina of the eye differ most from receptors in t","C","C","True","100","google/gemini-2.5-pro"
"778","high_school_chemistry","natural_science","Which of the following is not a good measure of relative intermolecular attracti","A","A","True","100","google/gemini-2.5-pro"
"779","professional_accounting","applied_professional","Gamma Co. a manufacturer of medical products had a 10% return on assets and an a","D","D","True","100","google/gemini-2.5-pro"
"780","professional_law","applied_professional","A first-class passenger on an airplane flight from Atlanta to Chicago was seated","B","B","True","100","google/gemini-2.5-pro"
"781","philosophy","humanities","Aristotle saw his theory of the virtues as:","B","B","True","95","google/gemini-2.5-pro"
"782","professional_law","applied_professional","While undergoing a routine plastic surgery procedure, a patient died on the oper","B","B","True","100","google/gemini-2.5-pro"
"783","miscellaneous","factual_recall","Many employers rely on temporary workers to provide flexibility in times of fluc","A","A","True","100","google/gemini-2.5-pro"
"784","human_sexuality","humanities","If a woman or man repeatedly experiences pain during intercourse, she will proba","C","C","True","100","google/gemini-2.5-pro"
"785","high_school_mathematics","formal_reasoning","Find the sum of the primes between 100 and 200, inclusive, that are 1 or 2 more ","B","B","True","100","google/gemini-2.5-pro"
"786","high_school_psychology","humanities","Abraham Maslow proposed the idea that some motives are more imperative to surviv","D","D","True","100","google/gemini-2.5-pro"
"787","conceptual_physics","natural_science","An electron can be speeded up by","A","A","True","100","google/gemini-2.5-pro"
"788","miscellaneous","factual_recall","A passage Jane Eyre is as follows. This was all the account I got from Mrs. Fair","C","C","True","100","google/gemini-2.5-pro"
"789","philosophy","humanities","According to Hobbes, the definition of injustice is _____.","C","C","True","100","google/gemini-2.5-pro"
"790","logical_fallacies","formal_reasoning","The appeal to anonymous authority fallacy consists of","D","D","True","100","google/gemini-2.5-pro"
"791","high_school_biology","natural_science","Logically, which of these should cast the most doubt on the relationships depict","D","D","True","100","google/gemini-2.5-pro"
"792","high_school_psychology","humanities","What type of test is the Advanced Placement Examination in Psychology?","C","C","True","100","google/gemini-2.5-pro"
"793","high_school_biology","natural_science","The higher the proportion of loci that are ""fixed"" in a population, the lower is","D","D","True","100","google/gemini-2.5-pro"
"794","high_school_us_history","factual_recall","This question refers to the following information.
The man who mounted the steps","A","A","True","95","google/gemini-2.5-pro"
"795","high_school_microeconomics","social_moral","Good X is exchanged in a competitive market. Which of the following is true if a","D","D","True","100","google/gemini-2.5-pro"
"796","human_sexuality","humanities","Bill is a successful ad executive for a computer company. He is 32 married and t","D","D","True","100","google/gemini-2.5-pro"
"797","high_school_macroeconomics","social_moral","The aggregate supply curve will shift to the right in response to","B","B","True","100","google/gemini-2.5-pro"
"798","jurisprudence","applied_professional","Adherence to precedent is called the doctrine of ________.","B","B","True","100","google/gemini-2.5-pro"
"799","elementary_mathematics","formal_reasoning","Peter works 38 hours per week and earns $7.25 per hour. His employer gives him a","A","A","True","100","google/gemini-2.5-pro"
"800","security_studies","social_moral","Which of the following best describes the 'Orient' according to Edward Said?","A","A","True","100","google/gemini-2.5-pro"
"801","college_computer_science","formal_reasoning","Two computers communicate with each other by sending data packets across a local","C","C","True","100","google/gemini-2.5-pro"
"802","philosophy","humanities","Berkeley insists that heat and cold are _____.","D","D","True","100","google/gemini-2.5-pro"
"803","philosophy","humanities","According to Wolf, a moral saint:","D","B","False","100","google/gemini-2.5-pro"
"804","professional_psychology","applied_professional","Which of the following assessment measures is not used to assess symptom validit","B","B","True","100","google/gemini-2.5-pro"
"805","high_school_geography","factual_recall","When a country combines its religion with its government, it is called a","B","B","True","100","google/gemini-2.5-pro"
"806","philosophy","humanities","Baier argues that moral rules:","B","B","True","100","google/gemini-2.5-pro"
"807","security_studies","social_moral","Which of these best describes the concept of hegemonic masculinity?","B","B","True","100","google/gemini-2.5-pro"
"808","professional_psychology","applied_professional","Nonverbal and primarily nonculturally biased abilities are referred to as:","A","A","True","100","google/gemini-2.5-pro"
"809","business_ethics","applied_professional","________ reasoning is considered by many to be prevalent within society and part","A","A","True","100","google/gemini-2.5-pro"
"810","business_ethics","applied_professional","Traditionally consumer rights were based on the notion of _______ or _______ whe","B","B","True","100","google/gemini-2.5-pro"
"811","moral_disputes","social_moral"," Which of the following is not one of the potentially negative consequences of i","A","A","True","100","google/gemini-2.5-pro"
"812","nutrition","factual_recall","Which of the following inborn errors of metabolism gives rise to zinc deficiency","A","A","True","100","google/gemini-2.5-pro"
"813","conceptual_physics","natural_science","An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/","C","C","True","100","google/gemini-2.5-pro"
"814","professional_medicine","applied_professional","A 22-year-old man is brought to the emergency department 30 minutes after he sus","D","D","True","100","google/gemini-2.5-pro"
"815","astronomy","natural_science","The nebular theory of the formation of the solar system successfully predicts al","B","B","True","100","google/gemini-2.5-pro"
"816","miscellaneous","factual_recall","Which of the following requires the use of at least two needles?","D","D","True","100","google/gemini-2.5-pro"
"817","sociology","social_moral","The 'demographic transition' is a social trend that involves:","D","D","True","100","google/gemini-2.5-pro"
"818","anatomy","natural_science","Parasympathetic preganglionic axons leave the CNS with the","D","D","True","100","google/gemini-2.5-pro"
"819","professional_law","applied_professional","A company manufactures a popular dandruff shampoo. On the shampoo's box cover is","B","C","False","95","google/gemini-2.5-pro"
"820","high_school_us_history","factual_recall","This question refers to the following information.
""I am in Birmingham because i","A","A","True","100","google/gemini-2.5-pro"
"821","philosophy","humanities","Descartes says that the chief characteristic of physical things is that _____.","D","D","True","100","google/gemini-2.5-pro"
"822","elementary_mathematics","formal_reasoning","Find the product of 0.07 • 5.8.","A","A","True","100","google/gemini-2.5-pro"
"823","high_school_geography","factual_recall","The world systems theory divides the world into","A","A","True","100","google/gemini-2.5-pro"
"824","high_school_mathematics","formal_reasoning","Eighty-five more than the square of a number is the same as the square of the qu","B","B","True","100","google/gemini-2.5-pro"
"825","high_school_us_history","factual_recall","This question refers to the following information.
""An act for the more effectua","B","B","True","100","google/gemini-2.5-pro"
"826","conceptual_physics","natural_science","Bow waves are produced by waves of water","D","D","True","100","google/gemini-2.5-pro"
"827","college_biology","natural_science","Cleavage symmetry arising from early cell divisions that occur at an oblique ang","C","C","True","100","google/gemini-2.5-pro"
"828","computer_security","formal_reasoning","Let suppose a search box of an application can take at most 200 words, and you’v","A","A","True","100","google/gemini-2.5-pro"
"829","high_school_macroeconomics","social_moral","Which is the best way to describe the AS curve in the long run?","A","A","True","100","google/gemini-2.5-pro"
"830","high_school_psychology","humanities","According to Dr. William Sears, noted authority on infants and child-rearing, in","A","A","True","100","google/gemini-2.5-pro"
"831","high_school_world_history","factual_recall","This question refers to the following information.
An Act to place certain restr","D","D","True","100","google/gemini-2.5-pro"
"832","machine_learning","formal_reasoning","Statement 1| The SVM learning algorithm is guaranteed to find the globally optim","A","A","True","100","google/gemini-2.5-pro"
"833","moral_disputes","social_moral"," Which of the following statements would Macedo disagree with?","C","C","True","100","google/gemini-2.5-pro"
"834","professional_psychology","applied_professional","If, during a postexamination discussion with parents, a psychologist establishes","B","B","True","100","google/gemini-2.5-pro"
"835","college_computer_science","formal_reasoning","If p(x) is the minimal-degree interpolating polynomial for the real-valued funct","A","A","True","100","google/gemini-2.5-pro"
"836","high_school_biology","natural_science","The first simple cells evolved approximately 3.5 billion years ago, followed by ","A","A","True","100","google/gemini-2.5-pro"
"837","college_computer_science","formal_reasoning","In the Internet Protocol (IP) suite of protocols, which of the following best de","D","D","True","100","google/gemini-2.5-pro"
"838","high_school_government_and_politics","social_moral","Which of the following is true of most third parties in U.S. history?","D","D","True","100","google/gemini-2.5-pro"
"839","formal_logic","formal_reasoning"," Use indirect truth tables to determine whether each set of propositions is cons","B","B","True","100","google/gemini-2.5-pro"
"840","logical_fallacies","formal_reasoning","Appeal to compassion is","B","B","True","100","google/gemini-2.5-pro"
"841","professional_psychology","applied_professional","In Bandura's social learning theory, the concept of seif-reinforcement is critic","C","C","True","100","google/gemini-2.5-pro"
"842","public_relations","social_moral","Which of these phrases refers specifically to a crisis, rather than an issue?","B","D","False","90","google/gemini-2.5-pro"
"843","high_school_statistics","formal_reasoning","Researchers are conducting an experiment using a significance level of 0.05. The","D","D","True","100","google/gemini-2.5-pro"
"844","philosophy","humanities","Nagel claims that the problem of moral luck is closely connected to the problem ","B","B","True","100","google/gemini-2.5-pro"
"845","high_school_chemistry","natural_science","If 1.0 g of rubidium and 1.0 g of bromine are reacted, what will be left in meas","C","C","True","100","google/gemini-2.5-pro"
"846","human_sexuality","humanities","Sociobiologists believe that there are more males than females with paraphilias ","B","B","True","100","google/gemini-2.5-pro"
"847","philosophy","humanities","In Book II of the Republic, Glaucon claims that justice originates from:","A","A","True","100","google/gemini-2.5-pro"
"848","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","100","google/gemini-2.5-pro"
"849","professional_medicine","applied_professional","A 52-year-old man is brought to the emergency department 30 minutes after he had","B","B","True","100","google/gemini-2.5-pro"
"850","philosophy","humanities","According to Socrates, the value or quality of one's life depends on understandi","A","A","True","95","google/gemini-2.5-pro"
"851","machine_learning","formal_reasoning","Statement 1| The original ResNets and Transformers are feedforward neural networ","A","A","True","100","google/gemini-2.5-pro"
"852","conceptual_physics","natural_science","When relatively slow-moving molecules condense from the air, the temperature of ","C","C","True","100","google/gemini-2.5-pro"
"853","miscellaneous","factual_recall","Who is the patron saint of animals?","C","C","True","100","google/gemini-2.5-pro"
"854","human_sexuality","humanities","The theory of _______ is used by sociobiologists specifically to explain the evo","C","C","True","100","google/gemini-2.5-pro"
"855","high_school_mathematics","formal_reasoning","What is the smallest positive integer with factors of 16, 15, and 12?","A","A","True","100","google/gemini-2.5-pro"
"856","miscellaneous","factual_recall","Which of these is an Italian Design firm?","B","B","True","100","google/gemini-2.5-pro"
"857","college_chemistry","natural_science","A Cu(II) metal ion (giso = 2.12) produces four lines with a separation of 500 MH","B","C","False","100","google/gemini-2.5-pro"
"858","anatomy","natural_science","Calcium, potassium, and sodium are classified as which of the following?","C","C","True","100","google/gemini-2.5-pro"
"859","high_school_biology","natural_science","The same gene that causes various coat patterns in wild and domesticated cats al","B","B","True","100","google/gemini-2.5-pro"
"860","virology","factual_recall","The three countries with the most drug injectors are:","B","B","True","95","google/gemini-2.5-pro"
"861","high_school_physics","natural_science","A moving 1.5-kg cart collides with and sticks to a 0.5-kg cart which was initial","A","A","True","100","google/gemini-2.5-pro"
"862","prehistory","factual_recall","What was the Chinese technique of stamped or pounded earth that was used in cons","A","A","True","100","google/gemini-2.5-pro"
"863","college_biology","natural_science","Cancer cells grown in culture are similar to normal cells grown in culture in th","C","C","True","85","google/gemini-2.5-pro"
"864","high_school_psychology","humanities","One month before finals, Conrad makes a study schedule and begins to review his ","A","A","True","100","google/gemini-2.5-pro"
"865","professional_law","applied_professional","A businessman living was an avid baseball fan who frequently traveled to a casin","C","C","True","95","google/gemini-2.5-pro"
"866","elementary_mathematics","formal_reasoning","Write the prime factorization of 48. Use exponents where possible.","D","D","True","100","google/gemini-2.5-pro"
"867","college_biology","natural_science","Proteins were shown to move about in a plane of the plasma membrane when mouse c","A","A","True","100","google/gemini-2.5-pro"
"868","high_school_physics","natural_science","The position of an object is given by the equations x = 2.0t^3 + 4.0t + 6.25, wh","C","C","True","100","google/gemini-2.5-pro"
"869","astronomy","natural_science","Some of Mars'water is frozen in the soil and the ice caps and some was lost due ","B","B","True","100","google/gemini-2.5-pro"
"870","high_school_microeconomics","social_moral","The ability for firms to enter and exit a market over time means that","C","C","True","100","google/gemini-2.5-pro"
"871","world_religions","factual_recall"," Where is the key to liberation found within Sikhism?","B","D","False","100","google/gemini-2.5-pro"
"872","high_school_mathematics","formal_reasoning","A positive integer n is called “powerful” if, for every prime factor p of n, p^2","A","A","True","100","google/gemini-2.5-pro"
"873","high_school_physics","natural_science","Two charged, massive particles are isolated from all influence except those betw","C","A","False","100","google/gemini-2.5-pro"
"874","medical_genetics","applied_professional","Which of the following karyotypes is not compatible with survival to birth?","D","D","True","100","google/gemini-2.5-pro"
"875","college_chemistry","natural_science","What is the limiting high-temperature molar heat capacity at constant volume (C_","D","D","True","100","google/gemini-2.5-pro"
"876","professional_law","applied_professional","A city passed a picketing ordinance. Section 202 of that ordinance reads:""Sectio","A","A","True","100","google/gemini-2.5-pro"
"877","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","100","google/gemini-2.5-pro"
"878","high_school_macroeconomics","social_moral","When both short-run aggregate supply and aggregate demand increase which of the ","D","D","True","100","google/gemini-2.5-pro"
"879","professional_law","applied_professional","While on a camping trip, a defendant became intoxicated and decided to take a wa","C","C","True","100","google/gemini-2.5-pro"
"880","professional_law","applied_professional","In a false imprisonment action by a plaintiff against a defendant, the plaintiff","A","B","False","100","google/gemini-2.5-pro"
"881","professional_accounting","applied_professional","When an accountant compiles projected financial statements, the accountant’s rep","C","C","True","100","google/gemini-2.5-pro"
"882","high_school_psychology","humanities","An educational psychologist is administering a basic skills exam to second-grade","C","C","True","100","google/gemini-2.5-pro"
"883","philosophy","humanities","What are some of the frequent frustrations in writing or reading about research ","D","D","True","100","google/gemini-2.5-pro"
"884","philosophy","humanities","Aesthetic values have to do with _______","B","B","True","100","google/gemini-2.5-pro"
"885","elementary_mathematics","formal_reasoning","Find the quotient of 5.04/0.7","D","D","True","100","google/gemini-2.5-pro"
"886","anatomy","natural_science","Which of the following statements is true of the pupillary light reflex?","C","C","True","100","google/gemini-2.5-pro"
"887","high_school_computer_science","formal_reasoning","What is the value of this python expression: 1 + 3 % 3?","B","B","True","100","google/gemini-2.5-pro"
"888","high_school_psychology","humanities","What kind of personality theorist would be most interested in the results of the","D","D","True","100","google/gemini-2.5-pro"
"889","professional_accounting","applied_professional","An auditor of a nonissuer should design tests of details to ensure that sufficie","D","D","True","100","google/gemini-2.5-pro"
"890","high_school_chemistry","natural_science","In which of the following is the negative end of the bond written last?","D","D","True","100","google/gemini-2.5-pro"
"891","high_school_psychology","humanities","Which of the following most accurately explains why a pool with water temperatur","D","D","True","100","google/gemini-2.5-pro"
"892","miscellaneous","factual_recall","What topic does Spin magazine primarily cover?","D","D","True","100","google/gemini-2.5-pro"
"893","virology","factual_recall","What does the reproductive number of a virus tell us?","C","C","True","100","google/gemini-2.5-pro"
"894","electrical_engineering","formal_reasoning","Which of the following methods is/are used for reactive or voltage compensation","D","D","True","100","google/gemini-2.5-pro"
"895","anatomy","natural_science","A successful inferior alveolar nerve block will produce anaesthesia of the","C","C","True","100","google/gemini-2.5-pro"
"896","electrical_engineering","formal_reasoning","How many entries will be in the truth table of a 3 input NAND gate ?","C","C","True","100","google/gemini-2.5-pro"
"897","moral_disputes","social_moral"," Kant refers to the special worth or value of persons as","D","D","True","100","google/gemini-2.5-pro"
"898","global_facts","factual_recall","As of 2019, about what percentage of French people say God plays an important ro","A","B","False","95","google/gemini-2.5-pro"
"899","human_aging","factual_recall","The total number of people who have some disorder divided by the total number of","A","A","True","100","google/gemini-2.5-pro"
"900","professional_psychology","applied_professional","Konrad Lorenz’s (1957) research on “imprinting” led to the search for __________","A","A","True","100","google/gemini-2.5-pro"
"901","nutrition","factual_recall","Which of the following statements is/are true?
How can smoking affect breastfeed","D","D","True","100","google/gemini-2.5-pro"
"902","high_school_psychology","humanities","In most people, the left hemisphere of the brain is dominant for","A","A","True","100","google/gemini-2.5-pro"
"903","high_school_psychology","humanities","The primary research method used by developmental psychologists is","B","B","True","95","google/gemini-2.5-pro"
"904","public_relations","social_moral","Early email was developed in which decade?","A","B","False","95","google/gemini-2.5-pro"
"905","high_school_world_history","factual_recall","This question refers to the following information.
""Thereupon it was declared by","A","A","True","100","google/gemini-2.5-pro"
"906","security_studies","social_moral","What is realism?","A","A","True","100","google/gemini-2.5-pro"
"907","clinical_knowledge","applied_professional","How many different types of microorganisms may colonize the mouth?","D","C","False","95","google/gemini-2.5-pro"
